type,time,normalized_mutual_info_score,v_measure_score,completeness_score,homogeneity_score,adjusted_mutual_info_score,mutual_info_score,adjusted_rand_score
kmeans,1584322646.0189474,0.5621329940149019,0.5620209362063822,0.5734709578141939,0.5510191905176488,0.5504188640216711,0.3638469802191235,0.676504895633523
kmeans_kernel,1584322652.0658011,0.34510454214098724,0.3451038299968485,0.3444041623701293,0.3458063462030618,0.34353135921235745,0.2283415840533468,0.4596607615353247
dbscan,1584322655.0708575,0.0,0.0,1.0,0.0,0.0,0.0,0.0
kmeansPP,1584322657.0537322,0.42788223132330855,0.42229582618320705,0.36371469466505196,0.5033703794970842,0.3624818386473769,0.332383691282531,0.510670959369618
